Stock #,RapNet Lot #,Publish,Availability,Item Title,Description,Type,Style,Category,Condition,Shipping from,Price,Currency,Terms,MSRP,Available for Memo,No. Items in Stock,Minimum order,Free Worldwide Shipping,Delivery Time,Delivery Location,Delivery Location Price,Delivery Location Currency,Delivery Location Terms,Delivery Location MSRP,Delivery Location Time,Ring Size,Keywords,Brand,Designer,Jewelry Quality,Setting,Jewelry Weight,Metal Type,Metal Karat,Measurements,Jewelry Lab Name,Jewelry Lab Report,Gemstone Type,Gemstone Shape,Gemstone carat,Gemstone Description,Gemstone Lab,Gem Lab Report #,Gemstone Measurements,Gemstone Quantity,Gemstone Treatment,Gemstone Treatment Type,Gemstone Comment,Gemstone Synthetic,Supplier Comment,Manufacture Date,Availability comment,Image Type,Image File Name,Image Title,URL Type,URL Title,URL Link,Document Type,Document Filename,Document title
HJRNG191,393254,yes,yes,Natural Burma Ruby Ring with RoseCut Diamonds in 18K,"1pc Oval Shape Burma Ruby GRS 6.23Cts,                     
16pcs Round Rubies 1.13Cts,                                     
16pcs Pear Rosecut Diamonds 2.18Cts,              
75pcs Round Rubies 0.80Cts,                                 
160pcs Round Diamonds 0.50Cts,
18K 13.38gms
",Rings,"Engagement Ring, Bridal, Halo, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,27000,USD,"Cash Advance, COD, Credit If Approved",29000,no,1,1,no,2,,,,,,,7,"Burma, Ruby, ",,VN Diamonds,"Luxury, Fine",,,White Gold,18K,,,,Diamond,Round,0.5,,None,,,160,,,,no,"Natural Burma Ruby Ring with RoseCut Diamonds in 18K
1pc Oval Shape Burma Ruby GRS 6.23Cts,                     
16pcs Round Rubies 1.13Cts,                                     
16pcs Pear Rosecut Diamonds 2.18Cts,              
75pcs Round Rubies 0.80Cts,                                 
160pcs Round Diamonds 0.50Cts,
18K 13.38gms",,,,6.38Cts Burma Ruby Ring.jpg,6.23Cts Burma Ruby Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,6.38Cts Burma Ruby Ring II.jpg,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Pear,2.18,,None,,,16,,,,no,,,,,6.38Cts Burma Ruby Ring IV.jpg,6.23Cts Burma Ruby Ring,,,,Grading Report,6.23Cts Burma Mogok Heat H(c) Red GRS Oval Shape.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Round,0.8,,None,,,75,,Heat Treated,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Round,1.13,,None,,,16,,Heat Treated,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Oval,6.23,,,,,1,,Heat Treated,,no,,,,,,,,,,,,
HJRNG292,401792,yes,yes,15.05Cts SriLanka Star Sapphire No Heat Men's Ring,"1pc Oval Shape Star Sapphire 15.05Cts,                                 
Round Brilliant Diamonds 0.43Cts,
18K 
",Rings,"Engagement Ring, Bridal, Men, Fashion","New, Engagement, Bridal, Men's, Fashion Jewelry, Designer Jewelry, Youth, Art Deco",,Hong Kong,28000,USD,"Cash Advance, COD",30000,no,1,1,no,2,,,,,,,,"Ring, Sapphire, Color, Jewellery, Jewels, Handmade, Corundum",,VN Diamonds,,,,White Gold,18K,,,,Sapphire,Oval,15.05,,,,,1,,,,no,"15.05Cts SriLanka Star Sapphire No Heat Men's Ring
1pc Oval Shape Star Sapphire 15.05Cts,                                 
Round Brilliant Diamonds 0.43Cts,
18K 
",,,,15.05Cts Star Sapphire Ring I.jpg,15.05Cts Star Sapphire Ring,LandingPage,Talk to Executive,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05Cts Star Sapphire Ring.jpg,Star Sapphire Ring,,,,,,
HJERG288,440789,yes,yes,Round Brilliant GIA Certified Orange Diamond Earrings,"1pc Fancy Deep Orange-Yellow SI2 GIA 0.50Cts,   
GIA 6392089859                                                                      
1pc Fancy Deep Orange-Yellow SI2 GIA 0.50Cts,                
GIA 1397090530                                                                          
32pcs Round Rosecut Diamonds 2.00Cts,
18K 3.01gms
",Earrings,Stud,"New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,12000,USD,"Cash Advance, COD",14000,no,,1,no,2,,,,,,,,"Diamond, Earrings, Handmade, Rosecut,  Round, Jewellery, Jewels, Designer",,HAR��NE JE,"Luxury, Fine, Investment",,3.61,White Gold,18K,,,,Diamond,Rose,,,None,,,,,,,no,"1pc Fancy Deep Orange-Yellow SI2 GIA 0.50Cts,   
GIA 6392089859                                                                      
1pc Fancy Deep Orange-Yellow SI2 GIA 0.50Cts,                
GIA 1397090530                                                                          
32pcs Round Rosecut Diamonds 2.00Cts,
18K 3.01gms",,,,0.50Cts Each Diamond Earrings.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,0.50Cts Fancy Deep Orange-Yellow SI2 VG EX GIA RB 6392089859.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond - Fancy Color,Round,0.5,,GIA,6392089859,,1,,,,no,,,,,,,,,,Grading Report,0.50Cts Natural Fancy Deep Orange-Yellow SI2 EX VG N GIA RB 1397090530.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond - Fancy Color,Round,0.5,,GIA,1397090530,,1,,,,no,,,,,,,,,,,,
HJRNG336,441473,yes,yes,0.70Cts F VVS2 GIA Certified Old Mine CU Diamond set with Emeralds in 18K Black Gold,"10pc Round Brilliant Diamonds 0.20Cts,                       
1pc Old Mine F VVS2 GIA CU 0.70Cts,                                        
GIA # 6535408604,                                                                                          
70pcs Round Diamond Cut Emeralds 0.46Cts,
18K 3.74gms
",Rings,"Engagement Ring, Bridal, Solitaire, Halo, Cluster, Cocktail, Women, Fashion","New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,5500,USD,"Cash Advance, COD",6000,no,1,1,no,2,,,,,,,,"VNDiamonds, Ring, Design, Designer, Diamond, Certified, Jewellery",,HAR��NE JE,"Investment, Luxury, Fine",,,Other,18K,,,,Diamond,Cushion,0.7,,GIA,6535408604,,1,,,,no,"0.71Cts F VVS2 GIA Certified Old Mine CU Diamond set with Emeralds in 18K Black Gold
10pc Round Brilliant Diamonds 0.20Cts,                       
1pc Old Mine F VVS2 GIA CU 0.70Cts,                                        
GIA # 6535408604,                                                                                          
70pcs Round Diamond Cut Emeralds 0.46Cts,
18K 3.74gms
",,,,0.70Cts F VVS2 Old Mine Cut GIA CU Ring with Emeralds.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,0.70Cts F VVS2 EX VG N GIA CB 6535408604.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.2,,,,,10,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emerald,Round,0.46,,None,,,70,,Oiled,,no,,,,,,,,,,,,
HJERG289,441477,yes,yes,Designer Handmade Earrings with Columbian Emeralds Rosecut Diamonds in 18K,"20pcs Columbian Emeralds 3.62Cts,                    
4pcs Pear Rosecut Diamonds 0.91Cts,                          
132pcs Round Brilliant Diamonds 0.61Cts,
18K 16.98gms
",Earrings,Dangle,"New, Engagement, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Set",New,Hong Kong,10000,USD,"Cash Advance, COD",11000,no,1,1,no,2,,,,,,,,"VNDiamonds, Earrings, Columbian, Earrings, Emerald, Design, Designer",,HAR��NE JE,"Investment, Luxury, Fine",,18.01,Yellow Gold,18K,,,,Diamond,Round,0.61,,None,,,132,,,,no,"Designer Handmade Earrings with Columbian Emeralds Rosecut Diamonds in 18K
20pcs Columbian Emeralds 3.62Cts,                    
4pcs Pear Rosecut Diamonds 0.91Cts,                          
132pcs Round Brilliant Diamonds 0.61Cts,
18K 16.98gms",,,,Round Columbian Emerald Earrings in 18K.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Rose,0.91,,None,,,4,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emerald,Round,3.62,,None,,,20,,Oiled,,no,,,,,,,,,,,,
HJERG298,441475,yes,yes,Sleeping Beauty Turquoise Earrings in 18K with Diamonds,"68pcs Round Brilliant Diamonds 0.67Cts,                               
2pcs SB Turquoise Carvings 14.63Cts,
18K 4.15gms
",Earrings,Stud,"New, Engagement, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,4000,USD,"Cash Advance, COD",4400,no,,1,no,2,,,,,,,,"VNDiamonds, Earrings, Design, Designer, Turquoise, Handmade, Hong Kong",,HAR��NE JE,"Luxury, Fine",,7.21,White Gold,18K,,,,Turquoise,Oval,14.63,,None,,,2,,,,no,"Sleeping Beauty Turquoise Earrings in 18K with Diamonds
68pcs Round Brilliant Diamonds 0.67Cts,                               
2pcs SB Turquoise Carvings 14.63Cts,
18K 4.15gms
",,,,14.63Cts SBT Carving Earrings with Diamonds.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.67,,None,,,68,,,,no,,,,,,,,,,,,
HJNKL146,440784,yes,yes,Aquamarine Necklace with optional Pendent Pin in 18K,"Round Beads Aquamarines 194.11Cts,         
75pcs Round Brilliant Diamonds 0.32Cts,
18K 3.14gms
",Necklaces,Riviera,"New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,10000,USD,"Cash Advance, COD",12000,no,1,1,no,2,,,,,,,,"Aquamarine, Beryl, Gems, Gemstones, Jewellery, Jewels, valueformoney, Necklace",,HAR��NE JE,"Luxury, Fine",,42.03,White Gold,18K,,,,Aquamarine,Circular,194.11,,None,,,,,,,no,"Round Beads Aquamarines 194.11Cts,         
75pcs Round Brilliant Diamonds 0.32Cts,
18K 3.14gms",,,,Aquamarine Neklace.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.32,,None,,,75,,,,no,,,,,,,,,,,,
HJNKL141,441479,yes,yes,Galaxy Turquoise & Diamond Necklace in 18K,"38pcs Round Turquoise Beads 21.06Cts,           
10pcs Star Shape Diamonds 0.287Cts,                       
29pcs Round Rosecut Diamonds 1.30Cts,               
13pcs Round Brilliant Diamonds 0.40Cts,
18K 8.46gms
",Necklaces,Lariat,"New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Set",New,Hong Kong,8000,USD,"Cash Advance, COD",9000,no,1,1,no,2,,,,,,,,"VNDiamonds, Necklace, Turquoise, Diamonds, handmade, Design, Designer",,HAR��NE JE,"Luxury, Fine",,13.07,"White Gold, Yellow Gold",18K,,,,Turquoise,Round,21.06,,None,,,38,,,,no,"Galaxy Turquoise & Diamond Necklace in 18K
38pcs Round Turquoise Beads 21.06Cts,           
10pcs Star Shape Diamonds 0.287Cts,                       
29pcs Round Rosecut Diamonds 1.30Cts,               
13pcs Round Brilliant Diamonds 0.40Cts,
18K 8.46gms",,,,"Galaxy Necklace - Star, Moon, Turquoise, Rosecut Diamonds.jpg",,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.4,,None,,,13,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Rose,1.3,,None,,,29,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.29,,None,,,10,,,,no,,,,,,,,,,,,
HJRNG300,441490,yes,yes,Burma No Heat Vivid Red Pigeon's Blood GRS Ruby Ring in 18K,"1.33Cts Burma No Heat Vivid Red PB GRS,                           
7pcs Oval Rosecut Diamonds 1.00Cts,                                      
7pcs Round Diamond Cut Burma Ruby 0.03Cts,
18K 3.47gms
",Rings,"Engagement Ring, Bridal, Fashion, Cluster, Cocktail, Women","New, Engagement, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,24000,USD,"Cash Advance, COD",25000,no,1,1,no,2,,,,,,,,"VNDiamonds, Ring, Design, Designer, Diamond, Certified, Jewellery",,HAR��NE JE,"Investment, Luxury, Fine",,3.47,"Yellow Gold, White Gold",18K,,,,Diamond,Oval,1,,None,,,7,,,,no,"Designer Burma No Heat Vivid Red Pigeon's Blood GRS Ruby Ring in 18K
1.33Cts Burma No Heat Vivid Red PB GRS,                           
7pcs Oval Rosecut Diamonds 1.00Cts,                                      
7pcs Round Diamond Cut Burma Ruby 0.03Cts,
18K 3.47gms",,,,1.33Cts Burma NH PB Ring.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,1.33Cts Burma Mong Hsu No Heat Vivid Red Pigeon's Blood Bellerophon Oval Shape.pdf,Bellaporn 1.33Cts Burma No Heat Vivid Red Pigeon's Blood Ruby Ring
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Round,0.03,,None,,,7,,,,no,,,,,,,,,,Grading Report,1.33Cts Burma No Heat Vivid Red Pigeon's Blood GRS Cushion.pdf,GRS 1.33Cts Burma No Heat Vivid Red Pigeon's Blood Ruby 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Oval,1.33,,Other,,,1,,,,no,,,,,,,,,,,,
HJRNG211,393253,yes,yes,Fine Tourmaline set with Rodholite Garnets in 18K,"1pc Emerald Cut Afgan Tourmaline 5.78Cts,                                                 
24pcs Rhodolite Garnets 2.286Cts,
18K 6.217gms
",Rings,"Engagement Ring, Bridal, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,3600,USD,"Cash Advance, COD",3900,no,1,1,no,2,,,,,,,,"Tourmaline, Ring, Artdeco, Cocktail, Jewellery, Handmade, Jewels, Diamond",,VN Diamonds,"Fine, Promotional",,7.59,"White Gold, Rose Gold",18K,,,,Garnet,Round,2.286,,None,,,24,,,,no,"Fine Tourmaline set with Rodholite Garnets in 18K
1pc Emerald Cut Afgan Tourmaline 5.78Cts,                                                 
24pcs Rhodolite Garnets 2.286Cts,
18K 6.217gms
",,,,5.78Cts Afgan Tourmaline with Rodholites II.jpg,TOurmaline & Garnet Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tourmaline,Emerald,5.78,,None,,,1,,,,no,,,,,5.78Cts Afgan Tourmaline with Rodholites.jpg,Tourmaline & Rodolite Ring,,,,,,
HJERG283,441597,yes,yes,Aquamarine Drop Shape Earrings in 18K,"12pcs Aquamarine Drops 32.37Cts,                                
276pcs Round Brilliant Diamonds 0.87Cts,
18K 7.15gms
",Earrings,"Drop, Linear, Dangle","New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,5000,USD,"Cash Advance, COD",5500,no,,1,no,2,,,,,,,,"VNDiamonds, Earrings, Aquamarine, Earrings, Handmade, Design, Designer",,HAR��NE JE,"Luxury, Fine",,13.8,White Gold,18K,,,,Aquamarine,Pear,32.37,,None,,,12,,,,no,"Aquamarine Drop Shape Earrings in 18K
12pcs Aquamarine Drops 32.37Cts,                                
276pcs Round Brilliant Diamonds 0.87Cts,
18K 7.15gms",,,,Drop Aquamarine Earrings I.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.87,,None,,,276,,,,no,,,,,,,,,,,,
HJERG138,393246,yes,yes,"Designer Earrings made using Turquoise, Diamonds, Moon Stones in 18K","2pcs SBTurquoise Round 19.92Cts,              
102pcs Moon Stone Round 20.31Cts,                      
32pcs Rosecut Diamonds 1.74Cts,                          
20pcs Round Brilliant Diamonds 2.17Cts,
18K 23.692gms
",Earrings,"Drop, Stud","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,20000,USD,"Cash Advance, COD",21000,no,1,1,no,2,,,,,,,,"Diamond, Turquoise, Earrings, Handmade, Jewellery, Designer, Jewels",,VN Diamonds,"Luxury, Fine, Investment",,32.52,"White Gold, Other",18K,,,,Turquoise,Round,19.92,,None,,,2,,,,no,"Designer Earrings made using Turquoise, Diamonds, Moon Stones in 18K
2pcs SBTurquoise Round 19.92Cts,              
102pcs Moon Stone Round 20.31Cts,                      
32pcs Rosecut Diamonds 1.74Cts,                          
20pcs Round Brilliant Diamonds 2.17Cts,
18K 23.692gms
",,,,19.92Cts Round SBT Earrings V.jpg,SB Diamond MoonStone Earrns,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moonstone,Round,20.31,,None,,,102,,,,no,,,,,19.92Cts Round SBT Earrings III.jpg,SBT MoonStone Diamond earringsg,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,1.74,,None,,,32,,,,no,,,,,19.92Cts Round SBT Earrings.jpg,Turquoise Diamond Earrings,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,2.17,,,,,20,,,,no,,,,,,,,,,,,
HJRNG309,442051,yes,yes,Li��ng Y��ng - Eternity Diamond & Sapphire Rin,"1pc D I1 GIA 6482457615 Pear 1.50Cts,                                                       
1pc  Pink Sapphire 2.01Cts,                                                 
90pcs Round Brilliant Diamonds 0.50Cts,
18K 4.00gms

",Rings,"Engagement Ring, Bridal, Solitaire, Fashion, Cluster, Cocktail, Women","New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,12500,USD,"Cash Advance, COD",13500,no,1,1,no,2,,,,,,,,"VNDiamonds, Ring, Design, Designer, Diamond, Certified, Jewellery, Sapphire ",,HAR��NE JE,"Investment, Luxury, Fine",,4.8,White Gold,18K,,,,Diamond,Round,0.5,,None,,,90,,,,no,"Li��ng Y��ng - Eternity Diamond & Sapphire Ring in 18K
1pc D I1 GIA 6482457615 Pear 1.50Cts,                                                       
1pc  Pink Sapphire 2.01Cts,                                                 
90pcs Round Brilliant Diamonds 0.50Cts,
18K",,,,ToiMoi Pink Sapphire & Diamond Ring.jpg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,1.50Cts D I1 EX VG N GIA PB 6482457615.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Pear,1.5,,GIA,6482457615,,1,,,,no,,,,,,,,,,Grading Report,2.01Cts Mozambique No Heat Hot Pink Guild Pear Shape.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sapphire,Pear,2.01,,Other,,,1,,,,no,,,,,,,,,,,,
HJRNG198,328824,yes,yes,20.63Cts SriLanka No Heat Intense Blue Sapphire Ring,"1pc Oval Shape Sapphire 20.63Cts,                          
16pcs Columbian Emerlad Leaves 4.94Cts,                              
36pcs Round Shape Sapphires 0.64Cts,            
13pcs Round Brilliant Diamonds 0.24Cts
18K 
20.63Cts Sri Lanka No Heat Intense Blue Sapphire
No Heat
Intense Blue
Guild Cert
Set in 18K White and Yellow Gold 
With Columbian Emerald Carvings",Rings,"Engagement Ring, Side Stones, Estate, Fashion, Cocktail, Women","New, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,200000,USD,"Cash Advance, COD",220000,no,1,1,yes,3,,,,,,,7,"Sapphire, Ceylon, Gems, Gemstones, 20Cts, GRS, Cocktail",,VN Diamonds,"Fine, Luxury",,16.55,"Yellow Gold, White Gold",18K,16.89x15.59x9.29,,,Diamond,Round,0.24,,None,,,,,,,no,SriLanka No Heat Sapphire of 20.63Cts adorned with Columbian Emerald Carving Leaves and Diamonds along with some Sapphires. Very artistic Design perfect for any evening. Statement piece.,,,,20.63Cts Ceylon NH Sapphire III.jpg,20.63Cts SriLanka NH Intense Blue Sapphie Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,20.63Cts Sri Lanka No Heat Intense Blue Guild Cert Cushion Shape 1100446742.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sapphire,Round,0.64,,None,,,36,,,,no,,,,,VNSA130 20.63Cts SriLanka H Color Change GRS Sapphire Ring BB Front View.jpg,Natural Sri Lanka Sapphire,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sapphire,Oval,20.63,,Other,,,1,,,,no,,,,,20.63Cts Ceylon NH Sapphire IV.jpg,20Cts Sapphie NH Ring,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emerald,Other,4.94,,None,,,16,,Oiled,,no,,,,,20.63Cts Ceylon NH Sapphire V.jpg,,,,,,,
HJRNG221,345788,yes,yes,Natural Mozambique No Heat Ruby Ring set with Pear and Marquise Diamonds in 18K White & Yellow Gold,"1pc Mozambique NH Cushion Ruby 5.07Cts,   
4pcs Marquise Brilliant Diamonds 1.17Cts,     
4pcs Pear Brilliant Diamonds 1.25Cts
18K White & Yellow Gold 6.35gms GW
",Rings,"Engagement Ring, Bridal, Halo, Side Stones, Estate, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,110000,USD,"Cash Advance, COD",115000,no,1,1,no,5,,,,,,,7,"Gems, Gemstones, Gemstone, Handmade Jewellery, Ruby, Rubies, Mozambique, Myanmar, Ring",,VN Diamonds,"Investment, Luxury, Fine",,6.35,"Yellow Gold, White Gold",18K,,,,Diamond,Marquise,1.17,,None,,,4,,,,no,"1pc Mozambique NH Cushion Ruby 5.07Cts,   
4pcs Marquise Brilliant Diamonds 1.17Cts,     
4pcs Pear Brilliant Diamonds 1.25Cts
18K White & Yellow Gold 6.35gms GW
",,,,5.07Cts Moz NH R Ring III.jpg,5.07Cts Mozambique NH Ruby Ringg,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Pear,1.25,,None,,,4,,,,no,,,,,5.07Cts Mozambique Ruby Ring IV.jpg,5.07Cts Mozambique No Heat Ruby Ring,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Cushion,5.07,,Other,,,1,,,,no,,,,,5.07Cts Moz NH R GRS View 2.jpg,5.07Cts Mozambique NH GRS ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07Cts M NH R GRS Right View.jpg,5.07Cts Mozambique NH GRS,,,,,,
HJRNG352,444353,yes,yes,Fanta Garnet Ring,"1pc Oval Spessartine Fanta Garnet 13.42Cts,                               
20pcs Marquise Rosecut Diamonds 0.83Cts,                       
20pcs Pear Rosecut Diamonds 1.39Cts,
18K 5.80gms
",Rings,"Engagement Ring, Bridal, Halo, Fashion, Cluster, Cocktail, Women","New, Engagement, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,9000,USD,"Cash Advance, COD",10500,no,1,1,no,2,,,,,,,,"VNDiamonds, Ring, Design, Designer, Diamond, Certified, Jewellery, Garnet",,HAR��NE JE,"Luxury, Fine",,8.93,White Gold,18K,,,,Garnet,Cushion,13.42,,Other,,,1,,,,no,"1pc Oval Spessartine Fanta Garnet 13.42Cts,                               
20pcs Marquise Rosecut Diamonds 0.83Cts,                       
20pcs Pear Rosecut Diamonds 1.39Cts,
18K 5.80gms
",,,,Fanta Garnet Ring.jpeg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,13.42Cts Natural Garnet FANTA GARNET Vivid Orange No Heat Vibrant-brilliance Guild Oval Shape.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Marquise,0.83,,None,,,20,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Pear,1.39,,None,,,20,,,,no,,,,,,,,,,,,
